norm_name,github_login,confidence,gh_name,gh_company,followers,method,resolved_at,recheck_after
anna spysz,bildungsroman,HIGH,Anna Spysz,@stripe,62,fullname,2026-06-28,
malgorzata stanibula,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
martin stefanko,xstefank,HIGH,Martin Stefanko,IBM,98,fullname,2026-06-28,
maciej strzelczyk,m-strzelczyk,HIGH,Maciej Strzelczyk,@google ,6,fullname,2026-06-28,
venkat subramaniam,venkats,HIGH,Venkat Subramaniam,"Agile Developer, Inc.",498,fullname,2026-06-28,
pawe szlendak szlendi,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ryszard szwajlik,RyszardSzwajlik,HIGH,Ryszard Szwajlik,,0,fullname+jvmrepo,2026-06-28,
sho tanaka,tsho,HIGH,Sho Tanaka,Snowflake,26,fullname,2026-06-28,
diana todea,didiViking,HIGH,Diana Todea,VictoriaMetrics,45,fullname,2026-06-28,
alexandre touret,alexandre-touret,HIGH,Alexandre Touret,Magellan,26,fullname,2026-06-28,
adam warski,adamw,HIGH,Adam Warski,https://www.softwaremill.com,797,fullname,2026-06-28,
artur wojnar,arturwojnar,MED,Artur Wojnar,Artur Wojnar,3,fullname,2026-06-28,2026-09-26
mike wojtyna,mikewojtyna,HIGH,Mike Wojtyna,Devision,75,fullname+jvmrepo,2026-06-28,
alina yurenko,alina-yur,HIGH,Alina Yurenko,Oracle,360,fullname,2026-06-28,
sylwia zabielska,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
pawe zem a,pawzem,HIGH,Paweł Żemła,,0,fullname+jvmrepo,2026-06-28,
ihor zhuravlov,IhZhur,MED,Ihor Zhuravlov,,1,fullname,2026-06-28,2026-09-26
adam bien,AdamBien,HIGH,Adam Bien,adam-bien.com,3077,fullname,2026-06-28,
simone de gijt,SimonedeGijt,HIGH,Simone de Gijt,,6,fullname+jvmrepo,2026-06-28,
guus de wit,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
hinse ter schuur,coduinix,HIGH,Hinse ter Schuur,SDB Professionals,3,fullname,2026-06-28,
paco van beckhoven,pacbeckh,HIGH,Paco van Beckhoven,Hexagon,11,fullname,2026-06-28,
marit van dijk,mlvandijk,HIGH,Marit van Dijk,JetBrains,171,fullname,2026-06-28,
adam urban,urbanisierung,HIGH,Adam Urban,@camunda,51,fullname,2026-06-28,
adina panduru,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
adina rusu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
adnan olmez,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
adrian postelnicu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
aleodor tabarcea,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alex lakatos,AlexLakatos,HIGH,Alex Lakatos,@Interledger ,146,fullname,2026-06-28,
alexander gunsche,lxg,MED,Alexander Günsche,@aws,21,fullname,2026-06-28,2026-09-26
alexandra badea,Alexandra-Badea,MED,Alexandra Badea,,1,fullname,2026-06-28,2026-09-26
alexandru cozma,cro-CODE-ile,HIGH,Alexandru Cozma,Lenovo,0,fullname,2026-06-28,
alexandru dejanu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alexandru gheara,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alexandru gheorghe,AlexanderGheorghe,MED,Alexandru Gheorghe,,16,fullname,2026-06-28,2026-09-26
alexandru oancea,aoancea,HIGH,Alexandru Oancea,Qubiz,62,fullname+dominant,2026-06-28,
alexandru catalin dinis,alexandrudinis,HIGH,Dinis Alexandru Catalin,,1,fullname-ascii+jvmrepo,2026-06-28,
ana maria masoud,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
anca grigoras,anca-grigoras,HIGH,Anca Grigoras,iO Consultancy,1,fullname+jvmrepo,2026-06-28,
anca luca,lucaa,HIGH,Anca Luca,XWiki SAS,20,fullname+jvmrepo,2026-06-28,
anda spataru,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
anders lybecker,Lybecker,HIGH,Anders Lybecker,Microsoft,49,fullname,2026-06-28,
andreea dragomirescu,AndreeaDrago,MED,Andreea Dragomirescu,nShift,0,fullname,2026-06-28,2026-09-26
andreea gulie,cw-AndreeaGulie,MED,Andreea Gulie,,0,fullname,2026-06-28,2026-09-26
andreea loredana boghiu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andreea nate,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andreea elena bodea,Andreea-Elena,HIGH,Bodea Andreea-Elena,1&1 Internet Development,2,fullname+jvmrepo,2026-06-28,
andrei ilie,andreiilie1,HIGH,Andrei Ilie,@bolteu,4,fullname,2026-06-28,
andrei stanca,ILikeCinnamon,MED,Stanca Andrei,,7,fullname,2026-06-28,2026-09-26
andrei timofticiuc,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
bar s sar alioglu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
bianca bardas,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
bogdan agache,bogdanagache,HIGH,Bogdan Agache,,0,fullname+jvmrepo,2026-06-28,
bogdan burtea,razvanbrb,MED, Burtea Răzvan Bogdan,,8,fullname,2026-06-28,2026-09-26
bogdan cioc,BogdanCioc74,MED,Cioc Ion Bogdan,Politechnica Bucharest,0,fullname,2026-06-28,2026-09-26
bogdan neacsu,neacsu,MED,Bogdan-Ștefan Neacşu,,14,fullname,2026-06-28,2026-09-26
bogdan popescu,Kapeli,HIGH,Bogdan Popescu,Kapeli,1539,fullname+dominant,2026-06-28,
bogdan stelea,bstelea,HIGH,Bogdan Stelea,,1,fullname,2026-06-28,
catalin gheorghiu,CatalinGheorghiu,MED,Catalin GHEORGHIU,,10,fullname,2026-06-28,2026-09-26
chris armstrong,carmstrong,MED,Chris Armstrong,Chainguard,105,fullname,2026-06-28,2026-09-26
clara popescu brooks,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
claudiu gura,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
consultantu cristi,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
corina patachia,copatachia,MED,Corina Patachia,,0,fullname,2026-06-28,2026-09-26
corina stanescu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
cosmin argatu,arcosmin,MED,Cosmin Argatu,,3,fullname,2026-06-28,2026-09-26
cosmin trandafir,Trandafir-Cristian,MED,Trandafir Cristian-Cosmin,,0,fullname,2026-06-28,2026-09-26
cristian cordos,icordos,MED,Ioan-Cristian Cordos,,0,fullname,2026-06-28,2026-09-26
cristina barbu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
cristina gurguta,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dan berbece,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
dan mihailescu,danmih-ixia,HIGH,Dan Mihailescu,Keysight Technologies,4,fullname,2026-06-28,
dan patrascu baba,atherio-danp,HIGH,Dan Patrascu-Baba,Atherio,8,fullname-ascii,2026-06-28,
dan mihai dinu,danmdinu,MED,Dan Mihai Dinu,,5,fullname-ascii,2026-06-28,2026-09-26
daniel costea,dcostea,HIGH,Daniel Costea,Daniel Costea,72,fullname,2026-06-28,
daniel fifiita,dfifiita,MED,Daniel Fifiita,,0,fullname,2026-06-28,2026-09-26
daniel manolache,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
daniela prodan,Danielaa111,MED,Daniela Prodan,Technical University of Moldova,0,fullname,2026-06-28,2026-09-26
danny preussler,dpreussler,HIGH,Danny Preussler,Soundcloud,295,fullname,2026-06-28,
diana rusu,dianne21,MED,Diana Rusu,,3,fullname,2026-06-28,2026-09-26
dinu stefan rusu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dmytro tereshchenko,US3RN2ME,MED,Dmytro Tereshchenko ,,3,fullname,2026-06-28,2026-09-26
donny wals,donnywals,HIGH,Donny Wals,donnywals.com,342,fullname,2026-06-28,
dovile gray,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
dr giulia r tufaro,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
elena hartup,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
emanuele bartolesi,kasuken,HIGH,Emanuele Bartolesi,Xebia,485,fullname,2026-06-28,
erik wilde,dret,HIGH,Erik Wilde,Jentic,165,fullname,2026-06-28,
erika dietrick,erdietri,MED,Erika Dietrick,Cisco Systems,18,fullname,2026-06-28,2026-09-26
etienne bernard,ebernard,MED,Etienne Bernard,,5,fullname,2026-06-28,2026-09-26
evelin bratu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
fabiola cazan,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
florentina saizu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
florin soare,SoareClaudiu-Florin98,HIGH,Soare Claudiu-Florin,ING,3,fullname+jvmrepo,2026-06-28,
gabriel preda,eRadical,HIGH,Gabriel PREDA,Adswizz,24,fullname,2026-06-28,
gabriela pepino,gabriela26121006,MED,Gabriela N Pepino,,0,fullname,2026-06-28,2026-09-26
gabriela rosca,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
georg dresler,ge-org,HIGH,Georg Dresler,@Ray-Sono,20,fullname,2026-06-28,
george barbulescu,GeorgeCosminBarbulescu,MED,George Cosmin Bărbulescu,DB,1,fullname,2026-06-28,2026-09-26
george patrascan,GeorgePatrascan,HIGH,George Pătrășcan,,2,fullname+jvmrepo,2026-06-28,
georgeana trofim,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
gerard van engelen,GVengelen,MED,Gerard van Engelen,,5,fullname,2026-06-28,2026-09-26
gia ciorabai,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
haim michael,lifemichael,HIGH,haim michael,life michael,5,fullname+jvmrepo,2026-06-28,
hakan meva,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
hakan turkmenoglu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
henning schwentner,hschwentner,HIGH,Henning Schwentner,@WPS – Workplace Solutions,101,fullname,2026-06-28,
horia niculescu,Horia-Niculescu,MED,Horia Niculescu,-,0,fullname,2026-06-28,2026-09-26
iman zarrabian,imanzarrabian,HIGH,Iman Zarrabian,Askia SaS,44,fullname,2026-06-28,
ioana chiorean,ioana-chiorean,HIGH,Ioana Chiorean,Interledger Foundation,68,fullname+dominant,2026-06-28,
iustin dinca,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jeff watkins,jeffwatkins,MED,Jeff Watkins,,32,fullname,2026-06-28,2026-09-26
jonathan filogna,jfilogna,MED,Jonathan Filogna,,0,fullname,2026-06-28,2026-09-26
krisztian papp,Tacsiazuma,HIGH,Papp Krisztián,Diligent,15,fullname+jvmrepo,2026-06-28,
laura trotta,l-trotta,HIGH,Laura Trotta,,12,fullname+jvmrepo,2026-06-28,
laurentiu spilca,laurentiuspilca,HIGH,Laurentiu Spilca,,133,fullname+jvmrepo,2026-06-28,
leena liukkonen,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
leonard alexandru,leonard0212,HIGH,Popescu Leonard-Ionut-Alexandru,,0,fullname+jvmrepo,2026-06-28,
loredana ninov,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
lucian popovici,lucianpopovici,MED,Lucian Popovici,,1,fullname,2026-06-28,2026-09-26
luiza cicone,luiza-cicone,MED,Luiza Cicone,,10,fullname,2026-06-28,2026-09-26
lukas samuolis,samuolis,HIGH,Lukas Samuolis,Vinted,8,fullname,2026-06-28,
marc nuri,manusa,HIGH,Marc Nuri,Red Hat,373,fullname,2026-06-28,
marian andrei,andrei-rizoiu,MED,Marian-Andrei Rizoiu,University of Technology Sydney,37,fullname,2026-06-28,2026-09-26
marius costin,CMarius94,MED,Costin Marius,DNNSharp,0,fullname,2026-06-28,2026-09-26
marius cristea,selul,HIGH,Marius Cristea,ThemeIsle,83,fullname+dominant,2026-06-28,
matei misarca,mateim24,HIGH,Matei Misarca,,1,fullname+jvmrepo,2026-06-28,
mesut durukal,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mey beisaron,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mihaela gheorghe roman,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mihaela maciuca,mihaelamaciuca,HIGH,Mihaela Maciuca,Cognizant,1,fullname,2026-06-28,
mihaela nica,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mihaela niculae,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mike dolha,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mike elsmore,ukmadlz,HIGH,Mike Elsmore,@DigitalSpeed,77,fullname+dominant,2026-06-28,
mikko paloheimo,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mircea talu,Mirciulica15,HIGH,Mircea Talu,Accesa,11,fullname,2026-06-28,
mohamed gamal,MoGamal27,MED,Mohamed Gamal ,,85,fullname,2026-06-28,2026-09-26
natalie godec,ngodec,HIGH,Natalie Godec,,5,alias,2026-06-28,
nick ciolpan,nickciolpan,MED,Nick Ciolpan,@Graffino ,26,fullname,2026-06-28,2026-09-26
nico martin,nico-martin,HIGH,Nico Martin,@huggingface ,348,fullname,2026-06-28,
nicole mcwilliams,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
nicoleta tirdea,nicoletatattirdea,MED,Nicoleta Tirdea,,1,fullname-ascii,2026-06-28,2026-09-26
niels rogge,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
omer adiguzel,,UNRESOLVED,,,,fullname-ascii,2026-06-28,2026-09-26
otto fischer,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
ovidiu hupca,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ovidiu popeti,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
patrick kua,thekua,HIGH,Patrick Kua,patkua.com,34,fullname+jvmrepo,2026-06-28,
paul ardeleanu,pardel,HIGH,Paul Ardeleanu,Vonage,61,fullname+dominant,2026-06-28,
paula andrei,Andr3iGM,MED,Andrei Serafim de Paula,Prefeitura Municipal de Imbituba,5,fullname,2026-06-28,2026-09-26
pekka ponkanen,ponkape,HIGH,Pekka Pönkänen,Wolt Enterprises,11,fullname,2026-06-28,
petar ivaylov ivanov,petarivanovv9,HIGH,Petar Ivaylov Ivanov,,169,fullname,2026-06-28,
peter szanto,peterk55,MED,Szántó Péter,,0,fullname,2026-06-28,2026-09-26
piotr wicherski,pwicherski,HIGH,Piotr Wicherski,@UEFADigital,153,fullname,2026-06-28,
radu andries libotean,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
radu stefan,Stefan-Radu,MED,Stefan Radu,,42,fullname,2026-06-28,2026-09-26
radu vunvulea,vunvulear,MED,Radu Vunvulea,,10,fullname,2026-06-28,2026-09-26
rail mazgutov,RailMazgutov,MED,Rail Mazgutov,,6,fullname,2026-06-28,2026-09-26
raluca minea,ralucaminea,MED,Raluca Minea,,3,fullname,2026-06-28,2026-09-26
raluca negrea,ralucanegrea,HIGH,Raluca Negrea,,0,fullname+jvmrepo,2026-06-28,
rodica farcas,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
roxana mitu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
sandra ahlgrimm,SandraAhlgrimm,HIGH,Sandra Ahlgrimm,@GitHub,121,fullname+jvmrepo,2026-06-28,
sargis sargsyan,sargissargsyan,HIGH,Sargis Sargsyan,,83,fullname+jvmrepo,2026-06-28,
silviu tudor serban,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
simona cabuz,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
simona sandru,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
sorin mihailescu,FarahTrip,MED,Sorin Mihailescu,Traveleon ,2,fullname-ascii,2026-06-28,2026-09-26
stefan mihai,mihaimoga,MED,Ștefan-Mihai MOGA,NXP Semiconductors,42,fullname,2026-06-28,2026-09-26
steliana moraru,stelianamoraru,MED,Steliana Moraru,,0,fullname,2026-06-28,2026-09-26
sushant rewaskar,sushantRewaskar,HIGH,Sushant Rewaskar,Microsoft,0,fullname,2026-06-28,
teodora musatoiu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
thomas mons,tmons,HIGH,Thomas Mons,In The Pocket,4,fullname+org,2026-06-28,
tiberiu anghel,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
tiberius hodoroaba,thodoroaba,HIGH,Tiberius Hodoroaba,,1,fullname+jvmrepo,2026-06-28,
timo salm,timosalm,HIGH,Timo Salm,VMware Tanzu by Broadcom (ex Pivotal),68,fullname,2026-06-28,
tom colvin,tdcolvin,HIGH,Tom Colvin,,78,fullname,2026-06-28,
tomasz fiechowski,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
vlad laslau,vladlaslau,HIGH,Vlad Laslau,Keysight,0,fullname,2026-06-28,
vlad puescu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
vlad valentin,vvalentinv,MED,Valentin Vlad,,1,fullname,2026-06-28,2026-09-26
winston liu,winstliu,HIGH,Winston Liu,@microsoft ,543,fullname+dominant,2026-06-28,
maik kingma,MaikKingma,HIGH,Maik Kingma,the/experts.,11,fullname,2026-06-28,
venkateshwaran kumarasamy,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
piet van dongen,pietvandongen,HIGH,Piet van Dongen,OpenValue,26,fullname,2026-06-28,
ario afrashteh,coditori,HIGH,Ario Afrashteh,@Rabobank,150,fullname+jvmrepo,2026-06-28,
viktor gamov,gAmUssA,HIGH,Viktor Gamov,Confluent,610,fullname,2026-06-28,
alejandro serrano mena,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jago de vreede,jagodevreede,HIGH,Jago de Vreede,,16,fullname+jvmrepo,2026-06-28,
james ward,jamesward,HIGH,James Ward,@aws,1923,fullname,2026-06-28,
baruch sadogursky,jbaruch,HIGH,Baruch Sadogursky,,451,fullname,2026-06-28,
susanne pieterse,Sus4nne,HIGH,Susanne Pieterse,,8,fullname+jvmrepo,2026-06-28,
lucia conde moreno,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
michael cote,mcote7,MED,Michael P Cote,videonet holdings,12,fullname-ascii,2026-06-28,2026-09-26
catherine edelveis,des-felins,HIGH,Catherine Edelveis,,40,fullname,2026-06-28,
michael hompus,eNeRGy164,HIGH,Michaël Hompus,@InfoSupport,72,fullname,2026-06-28,
josh long,joshlong,HIGH,Josh Long,the Spring team (https://spring.io) ,10002,fullname,2026-06-28,
bouke nijhuis,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andrei shakirin,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marc buma,mosbuma,HIGH,Marc Buma,Bumos,7,fullname,2026-06-28,
willem meints,wmeints,HIGH,Willem Meints,@infosupport,182,fullname,2026-06-28,
elena van engelen,elenavanengelenmaslova,HIGH,Elena van Engelen - Maslova,Independent / Freelance,29,fullname,2026-06-28,
ties van de ven,vandeven,HIGH,Ties van de Ven,Alliander,6,fullname,2026-06-28,
daniel garnier moiroux,Kehrlann,HIGH,Daniel Garnier-Moiroux,@broadcom ,796,fullname-ascii+jvmrepo,2026-06-28,
tom cools,TomCools,HIGH,Tom Cools,TimefoldAI,87,fullname,2026-06-28,
rustam mehmandarov,mehmandarov,HIGH,Rustam Mehmandarov,,163,fullname,2026-06-28,
milen dyankov,azzazzel,HIGH,Milen Dyankov,,79,alias,2026-06-28,
roberto cortez,radcortez,HIGH,Roberto Cortez,Red Hat,365,fullname+jvmrepo,2026-06-28,
ioannis kolaxis,ikolaxis,HIGH,Ioannis Kolaxis,Accenture,1,alias,2026-06-28,
jonathan vila lopez,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
stefan angelov,stefan50,MED,Stefan Angelov,,28,fullname,2026-06-28,2026-09-26
ivan yonkov,RoYaLBG,HIGH,Ivan Yonkov,@CodexioLtd ,166,fullname+jvmrepo,2026-06-28,
cay horstmann,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
johannes bechberger,parttimenerd,HIGH,Johannes Bechberger,SAP SE,206,fullname+jvmrepo,2026-06-28,
christian heitzmann,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marcin chrost,chrosciu,HIGH,Marcin Chrost,Sages / Bottega IT Minds,28,fullname+jvmrepo,2026-06-28,
vadym kazulkin,Vadym79,HIGH,Vadym Kazulkin,ip.labs,84,fullname+jvmrepo,2026-06-28,
emanuel trandafir,etrandafir93,HIGH,Emanuel Trandafir,,16,fullname+jvmrepo,2026-06-28,
panche chavkovski,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
kristiyan stoyanov,KrisKStoyanov,MED,Kristiyan Stoyanov,,3,fullname,2026-06-28,2026-09-26
lyubomir bozhinov,lyubomir-bozhinov,MED,Lyubomir Bozhinov,,16,fullname,2026-06-28,2026-09-26
viktoriya kutsarova,viktoriya-kutsarova,HIGH,Viktoriya Kutsarova,,3,fullname+jvmrepo,2026-06-28,
jordan jovkov,jordanjovkov,HIGH,Jordan Jovkov,,0,fullname+jvmrepo,2026-06-28,
thanos stratikopoulos,stratika,HIGH,Thanos Stratikopoulos,The University of Manchester,24,fullname+jvmrepo,2026-06-28,
nayden gochev,gochev,MED,Nayden Gochev,,61,fullname,2026-06-28,2026-09-26
alain vagner,AlainVagner,HIGH,Alain Vagner,@accessibility-luxembourg,30,fullname,2026-06-28,
alexei bratuhin,coiouhkc,HIGH,Alexei Bratuhin,,16,fullname+jvmrepo,2026-06-28,
annabelle buffart,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
anouk ruiz,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
antoine thomas,ttoine,MED,Antoine THOMAS,@Prestashop,16,fullname,2026-06-28,2026-09-26
arnaud cormier,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
aurelien coget,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
badr kacimi,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
benjamin parmentier,benjamin-parmentier,HIGH,Benjamin Parmentier,Worldline,0,fullname+jvmrepo,2026-06-28,
camille nigon,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
christopher cacciatore,ChrisCacc,MED,Christopher Cacciatore,PNNL,0,fullname,2026-06-28,2026-09-26
clement hurlin,smelc,HIGH,Clément Hurlin,@tweag,36,fullname+jvmrepo,2026-06-28,
dominique righetto,righettod,HIGH,Dominique RIGHETTO,@ExcelliumSA ,388,fullname+jvmrepo,2026-06-28,
dominique nauroy,dnauroy,MED,Dominique Nauroy,,1,fullname,2026-06-28,2026-09-26
elise souvannavong,eliseSou,MED,Elise Souvannavong,,0,fullname,2026-06-28,2026-09-26
esteban soubiran,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
evangelista tragni,etragni,HIGH,Evangelista Tragni,,0,fullname+jvmrepo,2026-06-28,
evelien schellekens,EvelienSchellekens,HIGH,Evelien Schellekens,Elastic,0,fullname,2026-06-28,
fabrice croiseaux,fcroiseaux,HIGH,Fabrice Croiseaux,@intechgrp ,19,fullname,2026-06-28,
giorgi dalakishvili,Giorgi,MED,Giorgi Dalakishvili,,395,fullname,2026-06-28,2026-09-26
giovanna monti,GiovannaMonti,MED,Giovanna Monti,,0,fullname,2026-06-28,2026-09-26
guillaume lours,glours,HIGH,Guillaume Lours,Docker,272,fullname,2026-06-28,
helder araujo carneiro,helder-ac,HIGH,Helder Araujo Carneiro,,3,fullname+jvmrepo,2026-06-28,
hussein loubani,husein-loubani,HIGH,Hussein Loubani,CIAD Lab - UTBM,5,fullname,2026-06-28,
ines panker,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ivan ponomarev,inponomarev,HIGH,Ivan Ponomarev,,187,fullname+jvmrepo,2026-06-28,
jens knipper,JensKnipper,HIGH,Jens Knipper,OpenValue,17,fullname,2026-06-28,
jerome wax,xblaster,MED,Jérôme Wax,,85,fullname,2026-06-28,2026-09-26
ji darwish,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
julien briault,juhnny5,HIGH,Julien Briault,Deezer / Restos du Coeur,69,fullname,2026-06-28,
laura schlosser,lauraschlosser,MED,Laura Schlosser,,1,fullname,2026-06-28,2026-09-26
loic mulder,lmulder,HIGH,Loic Mulder,ITs4U,0,fullname,2026-06-28,
loic magnette,LoMagnette,HIGH,Loïc Magnette,Oniryx,15,fullname,2026-06-28,
loic tosser,wowi42,HIGH,Loïc Tosser,@KalvadTech ,61,fullname,2026-06-28,
long le,longld,MED,Long Le,,262,fullname,2026-06-28,2026-09-26
lucian precup,lucianprecup,HIGH,Lucian Precup,,3,fullname+jvmrepo,2026-06-28,
ludovic lefebvre,Ludovic33Fr,HIGH,Ludovic Lefebvre,,2,fullname+jvmrepo,2026-06-28,
ukasz nowak,LukaszNowakPL,MED,Łukasz Nowak,Freelancer,16,fullname,2026-06-28,2026-09-26
maarten vandeperre,maarten-vandeperre,HIGH,Maarten Vandeperre,,20,fullname+jvmrepo,2026-06-28,
marek dominiak,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
marion chineaud,MarionChineaud,MED,Marion Chineaud,,0,fullname,2026-06-28,2026-09-26
martin mazur,mazur,HIGH,Martin Mazur,Mazur & Co,40,fullname,2026-06-28,
nicolas martignole,nicmarti,HIGH,Nicolas Martignole,Le Touilleur Express,194,fullname,2026-06-28,
oussama ghalbzouri,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
pasha finkelshtein,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
peter velychko,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
philippe charriere,k33g,HIGH,Philippe Charrière,,396,fullname,2026-06-28,
pierre tomasina,Pierozi,HIGH,Pierre Tomasina,@agentic-dev3o ,52,fullname+dominant,2026-06-28,
pierre alaime,pal-odoo,MED,Pierre Alaime,,3,fullname,2026-06-28,2026-09-26
pierre charrasse,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
pierre henriquet,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
pietro mele,PieroM97,HIGH,Pietro Mele,Adelean,2,fullname,2026-06-28,
roland weisleder,rweisleder,HIGH,Roland Weisleder,arcNdev GmbH,45,fullname,2026-06-28,
sebastien heilig,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
stephane robert,stephrobert,HIGH,Stéphane ROBERT,Outscale France,1073,fullname,2026-06-28,
suzy zimmer,zimmersuzy,MED,Suzy Zimmer,,2,fullname,2026-06-28,2026-09-26
thomas darimont,thomasdarimont,HIGH,Thomas Darimont,@Identity Tailor GmbH,1321,fullname,2026-06-28,
tine kondo,tinesoft,HIGH,Tine Kondo,@Sfeir,149,fullname,2026-06-28,
vadim prudnikov,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
victoire de lacharriere,victoireladreit,MED,Victoire de Lacharrière,,0,fullname,2026-06-28,2026-09-26
vincent seynhaeve,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
vincent heuschling,vheaffinitech,HIGH,Vincent Heuschling,Affini-Tech,7,fullname+jvmrepo,2026-06-28,
voxxed days luxembourg team,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
wouter bauweraerts,wouter-bauweraerts,HIGH,Wouter Bauweraerts,@TheBeehiveBE ,6,fullname,2026-06-28,
yannick guern,CleverAkanoa,HIGH,Yannick Guern,,5,fullname,2026-06-28,
zeljko kozina,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
zied ben abderrahim,ziedBenAbderrahim,MED,Zied Ben Abderrahim,,0,fullname,2026-06-28,2026-09-26
